"baseMean","log2FoldChange","lfcSE","pvalue","padj","ensembl","symbol"
979.915039237993,-2.58002871468086,0.117097156469147,5.51418493186779e-108,5.98013355861061e-105,"ENSG00000169744","LDB2"
686.022272830897,3.83794231966277,0.174784371184404,6.17308813671424e-108,6.52305474877258e-105,"ENSG00000123485","HJURP"
587.946105419655,5.37686661874533,0.246533643188672,8.8042437236089e-108,9.07079220234116e-105,"ENSG00000144452","ABCA12"
1878.97168385087,3.1128679838147,0.142403692894469,1.93628405996336e-107,1.9462488389061e-104,"ENSG00000164855","TMEM184A"
1994.56360961994,-2.35155858091596,0.107250368615864,6.0680342226257e-107,5.95404186544352e-104,"ENSG00000151718","WWC2"
195.601458080835,3.67431546256524,0.16845723484408,9.21037229958326e-107,8.82717797297967e-104,"ENSG00000158402","CDC25C"
681.146908847943,3.33742870086321,0.153086617728352,1.38179442851523e-106,1.29420750439866e-103,"ENSG00000276043","UHRF1"
984.59299920189,3.72147117269241,0.171875368469125,1.3783370846958e-105,1.26228110216441e-102,"ENSG00000066279","ASPM"
2765.54875267295,4.62138341492439,0.212786265369896,4.26845745391368e-105,3.82407391593993e-102,"ENSG00000123500","COL10A1"
729.906671314409,5.17250590397708,0.241200940966317,7.99736263056648e-104,7.01232577379309e-101,"ENSG00000080031","PTPRH"
6271.14199956951,5.24487485881777,0.256959527485564,8.79539106484788e-104,7.55139294111346e-101,"ENSG00000099953","MMP11"
1512.26964993833,-3.4861169744489,0.161502028505086,1.32357168707511e-103,1.11317781216433e-100,"ENSG00000136160","EDNRB"
2010.28034704674,3.76137823333747,0.174799633889097,1.79633355431378e-103,1.4805740421365e-100,"ENSG00000011426","ANLN"
13074.1463453725,2.62374855469666,0.122296426226543,1.95889785121304e-103,1.5829046930655e-100,"ENSG00000135052","GOLM1"
726.64766988645,3.65910600076997,0.170903071004182,2.02555753083159e-103,1.60529329621348e-100,"ENSG00000126787","DLGAP5"
2336.17130411511,3.47358730409648,0.162305326591908,2.58371018669473e-103,2.00900529252597e-100,"ENSG00000117724","CENPF"
1264.11013919322,-2.84507349953194,0.132306271993713,6.0797674146108e-103,4.63987583191714e-100,"ENSG00000154133","ROBO4"
1111.91400510637,-3.34783575035704,0.155632310594107,7.28661767781476e-103,5.40530543042038e-100,"ENSG00000105227","PRX"
1513.02828183805,3.74386443729658,0.175522397913614,7.34505603124266e-103,5.40530543042038e-100,"ENSG00000117399","CDC20"
1194.57241892318,-2.80812752075592,0.130828379014895,1.3962626721081e-102,1.00949791193416e-99,"ENSG00000072163","LIMS2"
3128.39134769819,3.77949791758877,0.176870326167943,1.43380487399859e-102,1.01876780452338e-99,"ENSG00000164932","CTHRC1"
3096.61662557979,-2.54192612946325,0.118898143617292,5.34221082669708e-102,3.7314889894748e-99,"ENSG00000179776","CDH5"
206.019971439607,3.27942224605754,0.154362682876651,6.00887847888199e-102,4.1271981832201e-99,"ENSG00000186871","ERCC6L"
484.708553318777,6.0448455390209,0.285800239824451,8.69078840233712e-102,5.87141116145435e-99,"ENSG00000227066","LOC117779438"
1678.80749930533,4.17560128967846,0.195029821743008,9.76628578790587e-102,6.49158715492563e-99,"ENSG00000175063","UBE2C"
558.960884867996,3.68179045280508,0.174217374902178,1.39050875033057e-101,9.09591366823382e-99,"ENSG00000143228","NUF2"
708.934717436096,-2.50560003520876,0.117361602199995,1.94376527317957e-101,1.25163297926568e-98,"ENSG00000154721","JAM2"
926.63257772929,3.5637305415654,0.167051334001793,3.15906491752542e-101,2.00289575870984e-98,"ENSG00000142945","KIF2C"
949.969876720984,3.40001290480396,0.161061375044018,1.50724493526641e-100,9.4113743980703e-98,"ENSG00000094804","CDC6"
